5.20337	0.13957
1.49077	0.13957
2.84473	0.13957
1.39283	0.13957
4.91312	0.13957
5.95075	0.13957
5.94843	0.493677
0.876355	0.13957
4.52626	0.939565
3.06451	0.13957
4.17831	0.13957
0.974132	0.13957
5.67652	0.13957
0.711859	0.13957
2.02446	0.13957
0.515691	0.13957
3.20412	0.13957
3.50869	0.13957
3.73317	0.13957
1.11365	0.493677
1.9581	0.13957
2.04581	1.18937
0.420101	0.13957
5.11007	0.13957
2.13465	0.13957
0.299988	0.938272
4.05354	0.939565
1.087	0.13957
3.83841	0.13957
4.44894	0.493677
6.25703	1.11568
1.80369	0.939565
2.11705	0.13957
0.206272	1.19744
4.3597	0.13957
3.061	0.939565
4.92565	0.493677
3.58015	0.13957
0.625042	0.13957
0.0324717	0.939565
0.266408	0.939565
0.0436105	0.13957
6.21124	0.13957
1.04661	0.13957
1.20976	0.13957
4.79463	0.13957
0.750715	0.13957
4.25933	0.13957
5.18527	0.13957
4.4295	0.13957
1.70516	0.938272
1.93164	0.13957
5.21101	0.497614
5.9703	0.13957
5.79392	0.13957
3.62416	0.13957
2.99435	0.938272
1.71625	0.13957
1.05403	0.938272
2.14351	0.13957
1.98922	0.13957
2.16098	0.13957
2.77115	0.13957
4.95303	0.13957
3.60613	0.13957
5.30596	0.13957
1.831	0.497614
4.09879	0.497614
3.89394	0.13957
4.43282	0.497614
3.77284	0.493677
4.12061	0.13957
2.26902	0.13957
1.96155	0.13957
2.25876	0.13957
3.39337	0.13957
3.58018	0.13957
4.67093	0.13957
1.23395	0.13957
5.41493	0.13957
4.83683	0.13957
0.484986	0.497614
4.8544	0.13957
3.21382	0.13957
1.30066	0.13957
0.162953	0.13957
1.91466	0.13957
5.48573	0.13957
3.02178	0.13957
1.36914	0.13957
1.50181	0.13957
5.76698	0.13957
1.56343	0.13957
3.50371	0.13957
1.02146	0.13957
2.13842	0.939565
4.06772	0.939565
5.62129	0.13957
5.83715	0.497614
1.89086	0.497614
1.91878	0.497614
3.53927	0.497614
6.10893	0.497614
0.557789	0.497614
0.335566	0.497614
5.447	0.497614
3.02773	0
3.49723	0
0.0211074	0
2.37844	0
3.59964	0
1.64942	0.13957
0.54198	0.13957
5.28485	0.13957
4.28592	0.13957
6.13652	0
0.80978	0
1.46083	0
2.3436	0
3.56435	0
1.23679	0
1.75392	0
1.9222	0
2.82092	0
1.84641	0
1.88441	0
3.03837	0
3.10005	0
3.27971	0
2.97783	0
1.20485	1.11568
5.86772	0
0.595349	0.13957
6.03493	0.13957
5.66173	0
5.90815	0
0.913044	0
1.22833	0
0.718309	0.13957
0.34393	0.13957
1.17069	0
1.64694	0
1.22248	0
0.824135	0
5.92747	0
0.896867	0
5.41797	1.11568
4.51103	0
3.26601	0
3.97732	0
3.95631	0
3.93904	0
2.95549	1.11568
3.39321	0
5.13305	0
4.59131	0
0.927462	0
0.760862	0
0.05293	0
0.129634	0
1.48441	0
0.973601	0
6.09386	0
6.14286	0
1.06646	0
0.45871	0
4.15713	0
4.14016	0
3.93684	0
3.989	0
6.07241	0
6.14392	0
0.712132	0
0.488404	0
0.669695	0
2.73203	0
0.559208	0
0.703436	0
5.0066	0
4.61734	0
3.12007	0
3.35687	0
3.82628	0
3.71715	0
3.69401	0
3.5554	0
5.45764	0
5.02814	0
2.51887	0
3.45929	0
0.0658654	0
1.87723	0
4.97197	0
4.75553	0
0.5192	0
0.466376	0
3.10187	0
4.38717	0
3.81704	0
5.48919	0
3.47546	0
3.37563	0
1.06095	0
0.305451	0
0.992725	0
0.80039	0
6.13117	0
5.10138	0
4.1598	0
3.37829	0
0.201649	0
2.93663	0
5.51091	0
5.1441	0
2.80818	0
3.81327	0
0.361512	0
2.16064	0
5.22038	0
1.31541	0
0.3744	0
0.268736	0
0.90035	0
0.385557	0
4.05576	0
5.19504	0
3.13485	0
1.39274	0
3.56991	0
4.04487	0
3.56297	0
3.29361	0
3.67137	0
3.61149	0
5.44193	0
4.68842	0
1.33583	0
4.11661	0
4.84515	0
0.259361	0
